160,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/04/25/aa4cfed0-df73-484c-9e1c-612f73aab7a5-1650863727688-cc13ec186797a4f2246af74f6d8e6287.jpg,Lishafah Homestay Karimunjawa RedPartner,Hotel,Karimun Jawa Jepara,Karimunjawa. Jepara Regency. Central Java. 59455. Indonesia,Belum ada rating,224028,285750,-5.879444,110.436638
161,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/fee98b7e-17be-40cf-ba88-27e65da607b1-1615551334753-a2a4441e91070a866e1db8cf862b0da5.jpg,Puri Karimunjawa RedPartner,Hotel,Karimun Jawa Jepara,Jl. Slamet Riyadi. Karimunjawa. Karimun Jawa,Belum ada rating,189544,600075,-5.880402,110.437325
162,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/31e7ed5f-98b6-454e-b086-2114e9ac8edd-1615560604404-9d569431cd20249d5e0be7b2a5bb222b.jpg,SPOT ON 2761 Pondok Kartini,Hotel,Jepara Jepara,Senenan No.7. Kec. Tahunan. Kabupaten Jepara. Jawa Tengah,3.8,205597,205597,-6.611677,110.67843
163,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/12/06/e7fc6568-b153-405b-b271-f1f2fe9d7304-1607259635574-89327fcea2db9d697f3ed4398093f33b.jpg,Arriani Homestay,Vacation Home,Karimun Jawa Jepara,Jl. Diponegoro. Karimunjawa Rt/2. Rw 2 (near mosque),4.4,140000,250000,-5.8785600662231445,110.43379211425781
164,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/11/12/98a05fde-20ab-4998-bc27-9c4060a087a0-1636729825825-4a6a229727df0421b3d820143c7725b4.jpg,Blue Coral Karimun Homestay,Vacation Home,Karimun Jawa Jepara,Jalan Slamet Riyadi RT02 RW01. Karimunjawa. Kabupaten Jepara. Jawa Tengah,4.4,600000,600000,-5.881776,110.43937
165,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/04/5cb8df60-acf2-4fab-8b2c-496f246c3a58-1638631520184-64d3db5b64b12874af533fe5d1919414.jpg,SPOT ON 90760 Homestay Al Madina Syariah,Hotel,Jepara Jepara,KM 1.5. Jalan Gudang Sawo KM 1.5. Jepara,3.6,88199,142223,-6.576926,110.668831
166,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/22/eced193b-98f7-482d-8497-3c7a2089b147-1640150124311-02a2e64266b2488777c51ba6dc26d0a0.jpg,Bunga Jabe,Cottage,Karimun Jawa Jepara,Jl. Soegijapranata. Kemujan. Karimunjawa. Kabupaten Jepara. Jawa Tengah 59455,Belum ada rating,192000,432000,-5.79756,110.476349
167,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/11/30/a9e4c904-d3e1-4f6e-8227-c72d267ad819-1638233750936-8979295ec7d6d2d611dde2c2bf449d44.jpg,Home Stay Mulyo Kartini,Homestay,Jepara Jepara,Pantai Kartini. Rw. IV. Rw. IV. Bulu. Kec. Jepara. Kabupaten Jepara. Jawa Tengah 59418,Belum ada rating,175000,270000,-6.588747,110.646574
168,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/04/13/a0d05e46-9a68-4095-a5b9-8a02a500fb43-1618285564007-df5399fcd52abb5b3c50f97414b86c62.jpg,Wisma Andany,Townhouse,Jepara Jepara,Pengkol III. Pengkol. Kec. Jepara. Kabupaten Jepara. Jawa Tengah 59415. Indonesia,4.5,299999,749999,-6.585646,110.673059
169,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/06/0ea40ecc-c262-4708-9d29-476b8f1ebcd1-1633486849950-fb1b58d2e8a15c7a9b9ca7472a27ebd7.jpg,Homestay 89 New,Vacation Home,Jepara Jepara,89 Jalan Letjen Suprapto,4.4,202500,300000,-6.593939781188965,110.65751647949219
170,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/05/17/bded4cbf-f658-488a-a63e-26842a8d449b-1652755856174-0947d0133464bb8b272dcbd5d8d155fb.jpg,Basa-basi Lodge Karimunjawa,Bumi Perkemahan,Karimun Jawa Jepara,Jalan I. J. Kasimo,Belum ada rating,200000,200000,-5.8692498207092285,110.43319702148438
171,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/01/30/55f3874c-22f4-48d7-9be6-3286f3d0c71b-1643552446206-3f9f23e86fa0dee5574f265784cb506d.jpg,Ilyas Homestay,Vacation Home,Karimun Jawa Jepara,Jalan Dr. Sutomo,Belum ada rating,185000,310000,-5.879670143127441,110.43434143066406
172,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/68354ee7-4fda-4849-8bb8-8794aaa2bd53-1604148733807-43a445f1995f0efd01bb41405f96c4ff.jpg,OYO 1885 Wisma Wongso Syariah,Hotel,Borobudur Magelang,Jl. Pramudyawardhani No.36. Dusun XVI. Borobudur. Kec. Borobudur. Magelang. Jawa Tengah,4.3,100394,160815,-7.605721,110.210346
173,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/ace2ff6a-af12-474d-afc9-63714bf0d3d0-1615563151088-4962c395311db9b6c0014a4d1f673c80.jpg,RedDoorz Syariah @ Sunan Bonang Magelang,Hotel,Magelang Selatan Magelang,Jl. Sunan Bonang No.16. Jurangombo Sel.. Kec. Magelang Sel.. Kota Magelang. Jawa Tengah 56123. Indonesia,3.5,168072,222640,-7.495646,110.208013
174,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/37fc04d1-c1fe-4bab-ae89-6e90c4f40505-1603889924904-ce913f6b41837b2318fefcf35a6697b8.jpg,CitiHub Hotel @Jagoan Magelang,Hotel,Magelang Selatan Magelang,Jl. Jend. Gatot Soebroto No.260. Jurangombo Utara. Kec. Magelang Sel.. Kota Magelang. Jawa Tengah 56123,3.7,295000,425000,-7.4921159,110.2133283
175,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/01/5ce389e7-facd-4cb0-85a5-ff45a62693f6-1604179662330-be4c85cae25a811c2a486e2ca1244999.jpg,Hotel Catur,Hotel,Mertoyudan Magelang,Jl. Mayjen Bambang Soegeng No.308. Mangunan. Mertoyudan. Kec. Mertoyudan. Magelang. Jawa Tengah 56172. Indonesia,4.0,300000,550000,-7.514883,110.225447
176,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/e18ed4c6-61c5-44ab-b381-37783bda6d41-1604152276635-f787ab1e5b78d64ab03acc144e3be8b9.jpg,OYO 2519 Mayang Garini,Hotel,Borobudur Magelang,Jl. Badrawati No.19. Pulon. Magelang,3.0,144693,241851,-7.615547,110.207142
177,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/fc171eb2-e66c-4b50-a407-6a1bcc17a592-1604150409843-9b7910635d5f771f4bfa2f1426be4ae1.jpg,OYO 2068 Abhaya Mudra Homestay,Hotel,Borobudur Magelang,Jl. Medang Kamulan No.9. Dusun XIII. Borobudur. Kec. Borobudur. Magelang. Jawa Tengah 56553. Indonesia. Magelang,3.0,125098,149292,-7.604242,110.209
178,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/11/05cfeb8a-fcbf-4b2c-842d-f6c144d32b31-1660209060951-2373d465e56ac2bdc39f789038df4869.jpg,Niagara Homestay,Homestay,Borobudur Magelang,Sidengen Kidul. Ngadiharjo. Borobudur,3.0,250000,250000,-7.620066,110.171013
179,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/5b00f865-fe94-4c52-98b4-65b0aaf66b4d-1604163083547-d3e4f50816a74a6d5a6291a49c54b908.jpg,OYO 2727 Nareswari Guest House,Hotel,Mertoyudan Magelang,01. Kavling Bumi Gemilang Blok A2 No. 3. Kedungengas. Bulurejo. Mertoyudan. Magelang. Magelang,3.4,180583,423044,-7.50345,110.195388
180,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/c716bdde-2390-4504-8a48-8d6f522dda47-1604125706768-f4d8245502deefbde9e8fbdf80e9eda8.jpg,OYO 598 Udan Mas Guesthouse& Gallery,Guest House,Borobudur Magelang,Kp. Brojolan RT. 02 / 01. Jalan Jendral Sudirman. Borobudur. Dusun 1. Wanurejo. Borobudur. Magelang. Jawa Tengah 56553. Indonesia. Magelang,4.0,135593,209060,-7.6293983,110.1998238
181,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/17/436350b8-0b06-4906-9595-07e390b1d2ad-1658071524107-d514a845f0b65e5b5d41df24cc56a356.jpg,OYO 91354 Hotel Mutiara,Hotel,Magelang Tengah Magelang,7. Jalan Pemuda No 7 Kel Panjang. kec Magelang tengahKota Magelang. Jawa Tengah. 56122. Indonesia. Magelang,3.1,139034,139034,-7.478326,110.219573
182,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/5319cbc5-fd9c-4acb-a2d0-1b2da1e88952-1604156404799-0bfc2ea93ff4325105ecc78b99800230.jpg,OYO 2393 Omahe Nawung Syariah,Hotel,Borobudur Magelang,Jl. Candi Pawon Brojonalan No.1. Dusun 1. Wanurejo. Magelang,3.9,109648,176897,-7.606428,110.219442
183,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/04/14/31e16349-6dbc-4b00-aca1-9614288a3071-1649912128579-e3756b1a66f9811b0d578c64424bf333.jpg,Rumah Bogelan Syariah Borobudur Magelang,Hotel,Borobudur Magelang,Bogelan. Bumen. Kembanglimus. Kec. Borobudur. Kabupaten Magelang. Jawa Tengah 56553,5.0,156109,342225,-7.598241,110.176171
184,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/02/03/da111d28-de35-4b48-95e0-ebe7e7656860-1612351509381-3a0f9f82de8c1bc75dc509e4ae85d703.jpg,Genthong Homestay,Guest House,Borobudur Magelang,Gang. Ngaran Lor. Dusun XVIII. Borobudur. Magelang. Jawa Tengah 56553. Indonesia,4.6,290000,360000,-7.609022,110.211194
185,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/04/29/fa4b27e8-b129-493e-a19e-4d33fb712eef-1619690707756-187437eb826d7c01f25c96e6bef58540.jpg,Hotel Wisata Magelang,Hotel,Magelang Selatan Magelang,Jalan Jendral Sudirman No.149/367 . Kota Magelang. Jawa Tengah 56125,3.7,227000,445867,-7.49255,110.22294
186,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/18/3852fa45-b484-4c72-b540-9ad98b549092-1616084634381-62482729f37995de258bf344fcba3b95.jpg,Omah Mardi Syariah by Ndalem Beong,Guest House,Borobudur Magelang,BUMEN. no 244. RT 9 / RW 4. KEMBANGLIMUS. BOROBUDUR. MAGELANG JAWA TENGAH,4.7,169237,232464,-7.594784,110.176888
187,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/04/16/347fcb93-6197-4bc7-aa68-91dba1a3c631-1618560040809-caebbfa18bff9566529ead3eb66feb5b.jpg,Penginapan Udin Syariah Bukit Rhema,Guest House,Borobudur Magelang,Gombong RT 3 / RW 4. Kembanglimus. Kec. Borobudur. Magelang. Jawa Tengah 56553,4.5,141058,172229,-7.605716,110.180541
188,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/06/21/ebf6ebe7-285f-4dbd-93f5-9c8a52c3491a-1624260312678-a1f20a435d7166b36b1970481e4a34be.jpg,Roemah Kayu Saragan Syariah Magelang RedPartner,Hotel,Mertoyudan Magelang,Jl. Kyai Ronggo 4. Sarangan. Banyurojo. Kec. Mertoyudan. Magelang. Jawa Tengah 56172. Indonesia,3.4,141031,210000,-7.509239,110.218685
189,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/718ec00f-474c-4833-8391-21ae9bd60493-1604152933684-d36780d1f9071438b1d3c8f2e991a17c.jpg,RedDoorz Syariah near Alun Alun Magelang,Guest House,Magelang Tengah Magelang,Jl. Tentara Pelajar No.49. Kemirirejo. Kec. Magelang Tengah. Kota Magelang. Jawa Tengah 56122. Indonesia,4.3,200147,331650,-7.484328,110.216063
190,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/942b3758-1b0b-47a8-ab0d-00c90f625496-1615562976065-96fc863ab9ca79b4c6f53108447c1902.jpg,OYO 3693 Kopi Klotok Homestay Syariah,Hotel,Secang Magelang,Jalan Raya Magelan-Secang Km 11. Krincing. Secang. Magelang,3.4,87084,123975,-7.385816,110.252928
191,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/01/25/74a71db1-1839-40b7-9f1e-0d06300e3ea3-1611564315079-f79aca412f6244b09ea498e0c19171ad.jpg,Lotus 2 Homestay,Homestay,Borobudur Magelang,Jalan Balaputra Dewa No 54 cawang Sari. Borobudur. Magelang. Jawa Tengah,4.2,349293,603545,-7.6064607,110.2128949
192,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/03/28/f0f83c47-f290-4335-8f03-a815037aef88-1648452328501-55e208d9f262c9c82160d5a1530ac3ee.jpg,Pakde air cafe and homestay,Hotel,Grabag Magelang,J8GH+GXQ. Keponan. Grabag. Kec. Grabag. Kabupaten Magelang. Jawa Tengah 56196. Indonesia,4.3,155250,396900,-7.373624,110.32955
193,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/01/18/9f1e640c-a17b-4a96-892f-b3d2ffda2a78-1642483517267-8d62729648ba0d255d442266a55f6bcb.jpg,Borobudur Cluster Homestay Candirejo Syariah,Guest House,Borobudur Magelang,Jl. Raya Candirejo. Wonosari. Candirejo. Kec. Borobudur. Kabupaten Magelang. Jawa Tengah,4.3,226107,435120,-7.622848,110.228063
194,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/06/20/e01b84e0-9dbd-4e3e-81a6-f7bc5cdb9c95-1655698524782-723ec7cb4625ef16a3d26323bde07107.jpg,RedDoorz Syariah near Taruna Nusantara Magelang,Hotel,Mertoyudan Magelang,Jl. Kyai Senen. Seneng Satu. Banyurojo. Kec. Mertoyudan. Kabupaten Magelang. Jawa Tengah 56172. Indonesia,5.0,261800,261800,-7.504792,110.209046
195,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/04/01/67120b4f-c60d-4dca-b6fe-4d084fc63512-1617265508395-0c2f8a726e80cfe70c62905c20bad978.jpg,Penginapan Roro Mendut,Homestay,Mungkid Magelang,Jl. Raya Borobudur Km.5. Mendut ll. Mungkid. Magelang,3.5,106472,286847,-7.570954,110.25586
196,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/03/09/779c7ab4-8ebb-40a8-abcb-fd1b287fcd09-1646769315344-2b62d009adc455e52685580157af878c.jpg,Homestay Mudiyono,Homestay,Borobudur Magelang,Jl. Parakan Argo Mukti Dusun Parakan RT 002 RW 002 Kel. Ngargogondo Kec. Magelang. Jawa Tengah,Belum ada rating,168750,200000,-7.622427,110.219788
197,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/11/29/4051c385-17eb-4aa9-9352-3b9379256af3-1638127243103-3e6d4a1da474466097b8651bf3cfd798.jpg,Roemah Beong Syariah at Desa Wisata Kembanglimus,Hotel,Borobudur Magelang,'RT.01/RW.06. Bumen' 'Kembanglimus. Central Java',Belum ada rating,169176,408485,-7.5942702293396,110.18331146240234
198,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/04/16/00d53d9f-dbca-4e83-83ed-369c0fb00a89-1618572929499-5da5a0404e4ae468ffb3fd6cdc313769.jpg,Penginapan Widodo Syariah Borobudur,Guest House,Borobudur Magelang,Sendaran RT 3 / RW 4. Kembanglimus. Borobudur. Magelang. Jawa Tengah,4.6,209989,338692,-7.598836,110.181209
199,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/01/20/7f796eea-5dea-447f-b729-c09877415b28-1642656916178-58990480dd4b52e87170aa9dcde43e33.jpg,Wimbo Hotel Borobudur,Guest House,Borobudur Magelang,Medang Kamulan No.1 A Kujon. Sriyasan. Wringinputih. Kec. Borobudur. Kabupaten Magelang. Jawa Tengah,Belum ada rating,282240,627200,-7.600318,110.196659
200,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/24/772d4cf4-f1c6-42aa-94cb-bb05191d850e-1661326784695-acf44174c421edde2b299460ed732cce.jpg,Mendut Inn Hotel,Hotel,Mungkid Magelang,Jl. Mayor Kusen No.KM.5. Mendut. Kec. Mungkid. Kabupaten Magelang. Jawa Tengah. Indonesia,Belum ada rating,240000,335000,-7.603101,110.229949
201,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/11/10/e20353c0-f66f-488c-98cc-5db7559c8ac7-1636524931324-9b3cda7eb8a13b20030d18d89d356da3.jpg,Homestay Punokawan Borobudur,Homestay,Borobudur Magelang,Jl. Badrawati Dusun Ngaran II. RT.01/RW.06. Dusun XIX,Belum ada rating,243900,470400,-7.61321,110.206082
202,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/09/27/668a8bb8-3b35-4f0c-9589-b4728546ffed-1632741623614-71be0002b72a0803b4717adda7311be1.jpg,Griya Harja Homestay,Vacation Home,Borobudur Magelang,Desa Majaksingi,3.7,150000,230000,-7.627500057220459,110.20049285888672
203,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/11/17/65e0e89b-c720-4107-bc57-e472e4561569-1637145645830-1e4a588d9acf461ca6266c6517918875.jpg,Mudhia Homestay,House,Borobudur Magelang,Mudhia Homestay,4.3,237618,247500,-7.589422,110.1611251
204,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/09/01/5845ea39-e902-45e1-87f7-4087a5a7ca44-1598923389542-c811e5520257d53d8dea6d93f9c45981.jpg,Penginapan & Guest House Mbok Dhe Borobudur,Vacation Home,Borobudur Magelang,Jalan Komando,5.0,199000,398001,-7.602109909057617,110.20848846435547
205,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/12/05/8bee659f-8936-4a23-81d4-3ce201c21a20-1607176214975-0d7b94f8326ee43e25d01b80d7ed5e07.jpg,Rumah Dharma,Guest House,Borobudur Magelang,Jowahan Wanurejo,4.6,795000,795000,-7.612070083618164,110.21311950683594
206,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/07/dc089335-76b3-4be9-a4a3-32de569354e3-1633595450656-58af2f9d39f8bb312578d8b0db53bf5d.jpg,Homestay Mulia Syariah Borobudur Magelang RedPartner,Vacation Home,Mungkid Magelang,Jl. Mayor Kusen KM.1.5. Pabelan Satu,Belum ada rating,201185,201185,-7.57925,110.24907
207,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/08/17fbd3a4-5148-4788-a22f-b9275c9b0dc6-1659962122561-298a6479ff7aa449692b548723e90fae.jpg,S101 Hotels,Hotel,Semarang Barat Semarang,Simongan 101 Semarang Bongsari,4.5,250000,300000,-6.993411,110.398605
208,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/03/15/50d76d76-0b45-410c-991d-24dec80b6531-1647321326054-cb27ea243475a91b6a32049a24a5dbaa.jpg,RedDoorz Plus near Patung Kuda Undip,Hotel,Banyumanik Semarang,Gg. Melati No.4. Sumurboto. Kec. Banyumanik. Kota Semarang. Jawa Tengah 50269. Indonesia,4.5,320760,320760,-7.049152,110.423827
209,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/fd673d35-f0ba-4a3d-a2dd-920ad528735d-1615536346062-004dfa38a440d8eb1fa086df388b4765.jpg,POP! Hotel Pemuda Semarang,Hotel,Semarang Tengah Semarang,Jalan Simpang No No.9. Sekayu. Semarang Tengah. Kota Semarang. Jawa Tengah 50132. Indonesia,4.0,275000,339000,-6.9840582,110.411966
210,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/1f1e5e98-5744-42a5-814a-2ec20a8417eb-1604151490730-d50dfcb08d99de340340cade97afb7e4.jpg,Hotel Marina Airport Semarang,Hotel,Semarang Barat Semarang,Jalan Madukoro Raya A-4. Tawangsari. Semarang Barat. Semarang. Jawa Tengah. Indonesia,4.2,179999,274362,-6.962704,110.392325
211,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/12/99d94783-0b7a-4446-8ea5-1cfaabd8c073-1639279520330-6139a3cc3249d7bc959746159fd88ea2.jpg,The Backpacker Simpang Lima Semarang,Hostel,Semarang Tengah Semarang,jl. Anggrek X no 2A Semarang,4.4,49999,119999,-6.988429,110.424686
212,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/01/9bf04fd0-8af6-4128-a2ad-d972f82b9efb-1604173966939-70221b605d0506e89b1a1e02533d4f75.jpg,Smart Budget Hotel Semarang,Hotel,Semarang Utara Semarang,Jl. Tj. Mas Raya No.19. Panggung Lor. Kec. Semarang Utara. Kota Semarang. Jawa Tengah 50177,4.0,164999,234999,-6.954205,110.408647
213,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/11/29/cf3896fa-6702-496f-8271-9218679fc5e8-1638179721662-6064fe4d2632e43010487ee9921ffb55.jpg,OYO 90758 D Kost In Kandri Semarang,Hotel,Gunungpati Semarang,1. Gang Begoroh. RW 01. Kandri. Gunung Pati. Semarang. Jawa Tengah. 50229. Indonesia. Semarang,4.0,69500,116684,-7.088128,110.362462
214,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/18/b4a3dfa1-ebd1-4c19-849e-ff095102a4e0-1616070322571-91c26b092f89cc2b49b9d293e5e56df0.jpg,SPOT ON 2281 Omajo,Hotel,Semarang Timur Semarang,Jl. Labuhan I no 14. Semarang,4.4,105118,201062,-6.988558,110.436573
215,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/07/27/ac791f07-ee26-4429-85dd-dc87486e7088-1658898322052-50a21f2d399ede90781e335001261a0e.jpg,Griya Ayem Residence,Hostal,Banyumanik Semarang,Dekat UNDIP. Jl. Mulawarman Raya No.9. Tembalang. Kec. Banyumanik. Kota Semarang. Jawa Tengah 50275,4.2,240000,270000,-7.067911,110.433163
216,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/22/b3e287ee-e7e2-43d2-9d64-9d0ab12bfe4b-1661160367540-60031b32e31f69a25441cf4f77eba4e3.jpg,Urbanview Hotel Mountain Palace Kopeng,Hotel,Getasan Semarang,Jalan Kopeng. Kec. Getasan. Kabupaten Semarang. Jawa Tengah 50774. Indonesia,4.4,178031,296010,-7.396523,110.417042
217,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/11/01/b9d2263b-1fbb-45a4-b7f4-48f02a188b76-1604173966934-60751d78096ee3a33b45b8ad02b4d64a.jpg,Sumi Hotel Simpang Lima Semarang,Hotel,Semarang Tengah Semarang,Jl. Gajahmada No.129. Pekunden. Kec. Semarang Tengah. Kota Semarang. Jawa Tengah 50241. Indonesia,3.8,214449,300000,-6.987582,110.422284
218,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/1c45ca6e-6637-40da-8be0-7d02990188dc-1604123418777-ee7bd871a6acc769d906dd7275ca0c01.jpg,OYO 389 Sky Guesthouse,Guest House,Semarang Timur Semarang,Jl. Sidorejo No.125. Sarirejo. Semarang Tim.. Kota Semarang. Jawa Tengah 50124. Indonesia. Semarang,3.6,166417,299375,-6.9770633,110.434704
219,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/08/76b90544-1717-4dac-b6a8-9e7b66e45e5b-1638948923840-48a0c5a59527195e0483e7e2afafac82.jpg,Cozzy Stay Semarang,Hotel,Tembalang Semarang,Jl. Kedungmundu No. 82. Tandang. Kec. Tembalang,4.2,227489,284000,-7.011686,110.44556
220,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/e737f63f-56f0-47f7-9f10-74ce3d0d5e86-1615546544989-339d8190e939124f8c4b15cd4cf60e0e.jpg,F&B Inn Sam Poo Kong Bandara Semarang,Hotel,Semarang Barat Semarang,Jl. Puspowarno Raya No.47. Salamanmloyo. Kec. Semarang Bar.. Kota Semarang. Jawa Tengah 50149. Indonesia,4.2,240790,417900,-6.988646,110.395724
